Notice Number,Ticket Number,Issue Date,Violation Location,Zip Code,Violation Code,Violation Description,Unit,Unit Description,Officer,Vehicle Make,License Plate Type,Fine Level 1 Amount,Fine Level 2 Amount,Current Amount Due,Total Payments,Ticket Queue,Ticket Queue Date,Notice Level,Hearing Dispo,Hearing Reason
5232892030,7009321813,1/1/21 11:51,3100 S DR MARTIN L KING,606213420,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/17/2021,DETR,,
5234192450,72164213,1/1/21 11:51,4649 W WRIGHTWOOD,600682100,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,25,CPD,9497,MERZ,PAS,60,120,0,120,Paid,4/5/2021,FINL,,
5234884490,7009321901,1/1/21 11:51,2400 W CERMAK ROAD,60624,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5207860870,6048485067,1/1/21 11:52,6523 N WESTERN,606594725,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,3/4/2021,DETR,,
5234918450,71717731,1/1/21 11:52,8007 S LOOMIS BLVD,606363452,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,716,CPD,17482,JEEP,PAS,60,120,0,60,Paid,1/29/2021,VIOL,,
5234540780,72178338,1/1/21 11:52,3908 W ROOSEVELT,60419,0964150B,PARKING/STANDING PROHIBITED ANYTIME,11,CPD,8364,DODG,TMP,75,150,150,0,Notice,1/14/2021,SEIZ,,
5234958100,7009321818,1/1/21 11:52,4700 S CICERO AVE,605163352,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/31/2021,VIOL,,
5234884480,7009321900,1/1/21 11:52,2200 S WESTERN AVENUE,606074026,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/8/2021,VIOL,,
5204000160,7009321918,1/1/21 11:52,7200 N WESTERN AVENUE,607121804,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/3/2021,VIOL,,
5234908950,6048485068,1/1/21 11:54,6909 S KEDZIE,604532206,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234898680,7009323508,1/1/21 11:54,3600 N HARLEM AVENUE,606511154,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/29/2021,VIOL,,
5220545630,7009321828,1/1/21 11:56,4200 S CICERO AVENUE,600452922,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,5/10/2021,FINL,,
5215007860,6048485069,1/1/21 11:57,10318 S INDIANAPOLIS,606197924,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,3/6/2021,DETR,,
5234514220,7009321879,1/1/21 11:58,6300 S STATE ST,606372194,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5235140060,7009321917,1/1/21 11:58,4400 N WESTERN AVENUE,60647,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/22/2021,DETR,,
5226071290,7009321968,1/1/21 11:59,3800 W MADISON STREET,601533315,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5207521230,7009321837,1/1/21 12:00,200 W GARFIELD BLVD,606101259,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/11/2021,VIOL,,
5216962440,7009321947,1/1/21 12:01,2400 N ASHLAND AVENUE,600221067,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5233900050,7009321919,1/1/21 12:02,2800 W DEVON AVENUE,606603161,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/5/2021,VIOL,,
5234624110,6048485070,1/1/21 12:02,10318 S INDIANAPOLIS,604774933,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,1/29/2021,VIOL,,
5110927270,71915443,1/1/21 12:03,2738 W OGDEN AV,604731568,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,FORD,PAS,60,120,0,60,Paid,4/27/2021,DETR,,
5211508660,71657674,1/1/21 12:03,4026 W VANBUREN,606242746,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,716,CPD,14888,CHRY,PAS,60,120,0,0,Dismissed,3/1/2021,DETR,,
5230440820,71685370,1/1/21 12:04,4702 W WEST END,60644,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,716,CPD,2950,FORD,TMP,60,120,120,0,Notice,1/21/2021,SEIZ,,
5234908960,6048485072,1/1/21 12:05,4124 W FOSTER AVE,600508317,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5235025150,6048485073,1/1/21 12:06,4124 W FOSTER AVE,532131927,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/24/2021,,,
5234982990,6048485074,1/1/21 12:07,3646 W MADISON,60104,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,70,0,Notice,1/14/2021,SEIZ,,
5234383340,7009322950,1/1/21 12:07,2400 N ASHLAND AVENUE,606492308,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,4/29/2021,FINL,,
5234884690,7009321979,1/1/21 12:07,4400 W NORTH,462359237,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/10/2021,VIOL,,
5235167180,7009321972,1/1/21 12:07,100 W CHICAGO AVENUE,49503,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/31/2021,DETR,,
0,71520839,1/1/21 12:08,3809 S SACRAMENTO AVE,,0964110C,PARK OR STAND ON CROSSWALK,9,CPD,5274,INFI,TMP,60,120,60,0,Define,1/5/2021,,,
5235493260,7009321973,1/1/21 12:09,100 W CHICAGO AVENUE,48111,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,2/17/2021,FINL,,
5186424830,6048485075,1/1/21 12:09,140 N ASHLAND,605152605,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,1/31/2021,VIOL,,
5235023290,7009321812,1/1/21 12:10,5200 S CICERO AVE,64116,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/20/2021,FINL,,
5200694390,7009321894,1/1/21 12:10,2426 N DAMEN AVE,606342846,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/17/2021,VIOL,,
5233157680,71925403,1/1/21 12:11,874 S DEARBORN,600164649,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,716,CPD,4184,HOND,PAS,60,120,0,0,Dismissed,3/1/2021,DETR,,
0,72154450,1/1/21 12:12,71 E 8TH ST,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,1,CPD,9463,HOND,PAS,75,150,75,0,Define,1/12/2021,,,
5231639740,6048485076,1/1/21 12:13,8318 S ASHLAND AVE,60609,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,200,Paid,4/2/2021,FINL,,
5212224020,7009321945,1/1/21 12:13,2400 N ASHLAND AVENUE,606573112,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,4/12/2021,FINL,,
5233218900,71910188,1/1/21 12:15,6106 N CALIFORNIA,75082,0964080B,NO STANDING/PARKING TIME RESTRICTED,24,CPD,12842,HOND,PAS,100,200,200,0,Notice,1/20/2021,FINL,,
5229996820,71910189,1/1/21 12:15,6110 N CALIFORNIA,60632,0964080B,NO STANDING/PARKING TIME RESTRICTED,24,CPD,12842,FORD,PAS,100,200,0,100,Paid,2/26/2021,DETR,,
5185393460,71763674,1/1/21 12:15,1000 N MONITOR,60651,0964150B,PARKING/STANDING PROHIBITED ANYTIME,15,CPD,11088,JEEP,PAS,75,150,0,75,Paid,4/2/2021,VIOL,,
0,71535370,1/1/21 12:15,10346 S WALDEN PKWY,,0964090E,RESIDENTIAL PERMIT PARKING,22,CPD,11254,CHEV,PAS,75,150,75,0,Define,1/12/2021,,,
5235371000,71925404,1/1/21 12:15,1012 N DEARBORN,606547190,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,716,CPD,4184,FORD,PAS,60,120,0,60,Paid,3/19/2021,DETR,,
5207057870,6048485078,1/1/21 12:16,6523 N WESTERN,606262706,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,3/3/2021,DETR,,
5227098900,7009323498,1/1/21 12:16,1200 S PULASKI ROAD,604721405,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/2/2021,VIOL,,
5234487370,6048485077,1/1/21 12:16,445 W 127TH,61108,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5236817130,71519988,1/1/21 12:17,4831 S HERMITAGE,60632,0964110D,PARK OR STAND ON SIDEWALK,9,CPD,13091,LINC,PAS,60,120,120,0,Notice,1/7/2021,SEIZ,,
5234958900,7009323514,1/1/21 12:18,1 N HALSTED STREET,601151885,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/5/2021,DETR,,
5206995330,7009321949,1/1/21 12:18,2000 W FULLERTON AVE,606135508,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/17/2021,VIOL,,
5233283850,7009321897,1/1/21 12:19,628 N MICHIGAN AVE,60619,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5231191660,71910190,1/1/21 12:20,6316 N CALIFORNIA,606591574,0964080B,NO STANDING/PARKING TIME RESTRICTED,24,CPD,12842,TOYT,PAS,100,200,0,0,Dismissed,2/5/2021,VIOL,Not Liable,Violation is Factually Inconsistent
5234603940,71910192,1/1/21 12:20,6226 N CALIFORNIA,60653,0964080B,NO STANDING/PARKING TIME RESTRICTED,24,CPD,12842,CHEV,PAS,100,200,0,100,Paid,2/2/2021,VIOL,,
5234948380,71910191,1/1/21 12:20,6324 N CALIFORNIA,60659,0964080B,NO STANDING/PARKING TIME RESTRICTED,24,CPD,12842,HOND,PAS,100,200,0,100,Paid,1/21/2021,VIOL,,
5229237690,6048485081,1/1/21 12:21,2900 W OGDEN,606194948,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/10/2021,VIOL,,
5234953560,6048485080,1/1/21 12:21,2900 W OGDEN,608043706,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5194861600,7009323589,1/1/21 12:21,7900 S STATE STREET,606255963,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234732910,7009321846,1/1/21 12:21,848 W 87TH STREET,60901,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/9/2021,VIOL,,
5208622090,71717732,1/1/21 12:22,9045 S BLACKSTONE AV,604534448,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,716,CPD,17482,NISS,PAS,60,120,0,60,Paid,1/15/2021,,,
5234483740,7009323506,1/1/21 12:23,2800 W DIVERSEY,336350000,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,5/6/2021,FINL,,
5185062760,7009321983,1/1/21 12:24,5200 W MADISON STREET,60636,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5211845280,6048485082,1/1/21 12:24,4124 W FOSTER AVE,606110010,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5233279310,7009335561,1/1/21 12:25,7200 W ADDISON,607063340,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,4/22/2021,FINL,,
5231613490,6048485084,1/1/21 12:25,536 E MORGAN DR,60632,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234202110,6048485083,1/1/21 12:25,3100 W AUGUSTA,60620,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,TRK,100,200,0,200,Paid,5/9/2021,SEIZ,,
5233793240,7009321819,1/1/21 12:26,4800 W 47TH ST,60632,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,6/18/2021,FINL,,
5234908970,6048485085,1/1/21 12:26,536 E MORGAN DR,60411,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234885180,7009322258,1/1/21 12:26,11100 S HALSTED ST,60628,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5232048570,6048485087,1/1/21 12:27,445 W 127TH,604731445,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/21/2021,DETR,Liable,
5207006930,7009322641,1/1/21 12:27,7900 S STATE STREET,606014147,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/21/2021,VIOL,,
5235170180,71925405,1/1/21 12:27,301 E RANDOLPH,98294,0964050J,DISABLED PARKING ZONE,716,CPD,4184,HYUN,PAS,250,500,225,25,Notice,4/29/2021,DETR,Liable,
5234191970,6048485086,1/1/21 12:27,3646 W MADISON,60612,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,70,0,Notice,1/14/2021,SEIZ,,
5232611990,7009321822,1/1/21 12:28,5500 S WESTERN AVE,60104,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5234953570,6048485088,1/1/21 12:28,6818 S KEDZIE,605053783,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234884680,7009321978,1/1/21 12:28,800 N CENTRAL AVENUE,601311815,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/14/2021,VIOL,,
5225121910,71717733,1/1/21 12:29,9198 S HARPER AVE,606197918,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,716,CPD,17482,CHEV,PAS,60,120,120,0,Notice,1/14/2021,SEIZ,,
5235023440,7009322851,1/1/21 12:30,2800 W DIVERSEY,532132921,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/22/2021,VIOL,,
5230397990,6048485089,1/1/21 12:31,6909 S KEDZIE,6061200,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/8/2021,SEIZ,,
5223868220,6048485091,1/1/21 12:31,6523 N WESTERN,606371108,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,3/8/2021,DETR,,
5187988480,7009323502,1/1/21 12:31,2600 S KEDZIE AVENUE,606146844,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5234908980,6048485090,1/1/21 12:31,3843 S WESTERN,60632,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234908990,6048485092,1/1/21 12:32,8006 W ADDISON ST,607063116,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,DOM,0,0,0,0,Warning,1/17/2021,,,
5174922000,7009322259,1/1/21 12:32,11100 S HALSTED ST,60649,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,6/9/2021,DETR,,
0,71717735,1/1/21 12:32,9227 S BLACKSTONE AV,,0964100A,WITHIN 15' OF FIRE HYDRANT,716,CPD,17482,TOYT,PAS,150,300,0,150,Paid,1/11/2021,,,
5228113840,71717734,1/1/21 12:32,9227 S BLACKSTONE,62025,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,716,CPD,17482,TOYT,PAS,60,120,0,60,Paid,2/10/2021,VIOL,,
5233015400,7009321980,1/1/21 12:33,4400 W NORTH,606511301,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/26/2021,DETR,,
5201525540,7009321886,1/1/21 12:33,340 W UPPER WACKER DR,60647,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,4/12/2021,SEIZ,,
5233861610,6048485094,1/1/21 12:34,1142 W IRVING PARK,606253814,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,4/24/2021,DETR,,
5231601500,6048485093,1/1/21 12:34,445 W 127TH,608271126,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5182026350,7009321904,1/1/21 12:35,2400 W PETERSON,60611,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/24/2021,DETR,,
5234487740,6048485096,1/1/21 12:35,6523 N WESTERN,606415343,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5201338980,6048485095,1/1/21 12:35,3843 S WESTERN,606195530,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,35,0,Notice,1/14/2021,DETR,,
5220776180,7009321943,1/1/21 12:35,3600 N CICERO AVENUE,606413428,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/25/2021,VIOL,,
5234757020,6048485099,1/1/21 12:37,5816 W JACKSON,601744659,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234909000,6048485097,1/1/21 12:37,1142 W IRVING PARK,606577597,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234354300,6048485098,1/1/21 12:37,2917 W ROOSEVELT,60644,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234884700,7009321984,1/1/21 12:37,400 S WESTERN AVENUE,606284714,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,244,0,Notice,2/1/2021,SEIZ,Liable,
5228840130,71793735,1/1/21 12:37,4237 N WOLCOTT,606131020,0964100C,BLOCK ACCESS/ALLEY/DRIVEWAY/FIRELANE,19,CPD,9550,JEEP,PAS,150,300,0,150,Paid,1/16/2021,VIOL,,
5158338840,7009321902,1/1/21 12:37,6000 N WESTERN AVE,606451138,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,175,25,Notice,1/14/2021,FINL,,
5211828970,71717736,1/1/21 12:37,9257 S BLACKSTONE,606491333,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,716,CPD,17482,HOND,PAS,60,120,120,0,Notice,1/14/2021,FINL,,
5204731410,7009321961,1/1/21 12:39,1 S HALSTED STREET,606121520,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/1/2021,VIOL,,
5234909010,6048485100,1/1/21 12:39,2900 W OGDEN,618223694,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5189406220,71898702,1/1/21 12:40,6947 S STATE ST,606191611,0964100A,WITHIN 15' OF FIRE HYDRANT,3,CPD,19693,CHEV,PAS,150,300,0,0,Dismissed,3/26/2021,VIOL,Not Liable,Prima Facie Case Not Established by City
5234884350,7009321825,1/1/21 12:40,800 W ROOSEVELT ROAD,60636,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,TMP,100,200,200,0,Notice,1/14/2021,FINL,,
5071187900,6048485101,1/1/21 12:40,140 N ASHLAND,606441652,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,4/7/2021,DETR,,
5231361360,71525617,1/1/21 12:41,5344 S FRANCISCO,60632,0964050J,DISABLED PARKING ZONE,9,CPD,12155,INFI,PAS,250,500,0,250,Paid,2/2/2021,VIOL,,
5225409790,7009321915,1/1/21 12:41,4000 N AUSTIN AVENUE,60639,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/8/2021,VIOL,,
5234884630,7009321954,1/1/21 12:41,1200 N HALSTED,60607,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/30/2021,VIOL,,
5234474830,7009321881,1/1/21 12:41,1 E 63RD ST,65301,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/20/2021,FINL,,
5230851490,7009325269,1/1/21 12:42,2400 W MADISON,604402621,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/22/2021,VIOL,,
5189406220,71898703,1/1/21 12:42,6947 S STATE ST,606191611,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,3,CPD,19693,CHEV,PAS,60,120,0,0,Dismissed,3/26/2021,DETR,Not Liable,Violation is Factually Inconsistent
5229943380,7009321937,1/1/21 12:43,6000 W ADDISON STREET,607062801,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5232393420,6048485102,1/1/21 12:45,5816 W JACKSON,72117,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/31/2021,,,
5231567120,6048485103,1/1/21 12:45,324 S KEDZIE AVE,60608,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234886910,7009323357,1/1/21 12:45,1200 N ASHLAND AVENUE,606225522,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/26/2021,VIOL,,
5139011130,7009321957,1/1/21 12:45,400 N CENTRAL AVENUE,606513972,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5231680720,71925406,1/1/21 12:45,233 W LAKE,60625,0964080B,NO STANDING/PARKING TIME RESTRICTED,716,CPD,4184,NISS,PAS,100,200,0,0,Dismissed,1/28/2021,,Not Liable,Violation is Factually Inconsistent
5232183000,6048485105,1/1/21 12:46,3034 W FOSTER,60077,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5231928970,7009321865,1/1/21 12:47,1600 E 79TH ST,60430,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,TRK,100,200,0,200,Paid,4/1/2021,FINL,,
5234958110,7009321829,1/1/21 12:47,4200 S CICERO AVENUE,604489267,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/8/2021,VIOL,,
5235550190,7009321963,1/1/21 12:48,100 N CICERO AVENUE,60610,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,DLS,,
5234909020,6048485106,1/1/21 12:49,5529 S WESTERN,60643,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5201550270,71925877,1/1/21 12:50,160 N LASALLE,604093716,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,716,CPD,4064,MITS,PAS,60,120,120,0,Notice,1/21/2021,FINL,,
5234910350,6048485107,1/1/21 12:50,140 N ASHLAND,60623,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234909030,6048485109,1/1/21 12:51,2080 W PERSHING,60632,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234958180,7009321985,1/1/21 12:51,400 S WESTERN AVENUE,606603736,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/10/2021,VIOL,,
5231759610,7009321958,1/1/21 12:51,3400 W NORTH AVE,60651,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/3/2021,DETR,,
5235101390,6048485108,1/1/21 12:51,3655 W JACKSON,60505,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,DLS,,
5046934050,71885976,1/1/21 12:52,545 N MICHIGAN,611011877,0964110A1,DOUBLE PARKING/STANDING NON-CENTRAL BUSINESS DISTR,18,CPD,10383,CHEV,PAS,100,200,144,100,Notice,2/1/2021,FINL,,
5159673210,6048485111,1/1/21 12:52,140 N ASHLAND,606164410,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,2/28/2021,,,
5223077520,7009321874,1/1/21 12:52,7600 S STONY ISLAND A,606244132,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,4/22/2021,FINL,Liable,
5221416470,6048485112,1/1/21 12:52,2900 W OGDEN,605256309,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,3/3/2021,DETR,,
5221915500,6048485110,1/1/21 12:52,3137 W PETERSON,606591723,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,200,Paid,5/3/2021,FINL,,
5214324380,6048485113,1/1/21 12:53,1142 W IRVING PARK,606512114,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,33.32,66.68,Notice,1/14/2021,DETR,,
5234909040,6048485128,1/1/21 12:53,5520 S WESTERN,604063778,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
